,glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment,lang,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang,url
0,aasa1238,Aasax,aas,language,Africa,-4.00679,36.8648,aasax,Aasax,0,Extinct,Asa,"Afro-Asiatic
	Cushitic
		Rift
			
				East Rift
					Asa
						
	","Afro-Asiatic, Cushitic, Rift, , East Rift, Asa",aas,Uknown,Tanzania,Unknown,Unknown,https://en.wikipedia.org/wiki/Asa_language
1,aasa1238,Aasax,aas,language,Africa,-4.00679,36.8648,aasax,Aasax,0,Extinct,Asa,"['Afro-Asiatic'
	'Cushitic'
		'Rift'
			'?'
				'East Rift'
					'Asa']
						
	",,aas,,Tanzania,,,https://en.wikipedia.org/wiki/Aas%C3%A1x
2,abai1240,Abai Sungai,abf,language,Papunesia,5.55394,118.306,abai sungai,Abai Sungai,400,Definitely endangered,Abai Sungai,"Austronesian
	Malayo-Polynesian
		North Bornean
			Southwest Sabahan
				Paitanic
					Abai Sungai
						
	","Austronesian, Malayo-Polynesian, North Bornean, Southwest Sabahan, Paitanic, Abai Sungai",abf,Uknown,Sabah,Unknown,Unknown,https://en.wikipedia.org/wiki/Sungai_language
3,abaz1241,Abaza,abq,language,Eurasia,44.25,42.0,abaza,Abaza,31000,Definitely endangered,Abaza,"Northwest Caucasian
	Abazgi
		Abaza
			
	","Northwest Caucasian, Abazgi, Abaza",abq,"49,800 ",Karachay-Cherkessia, Russia Karachay-Cherkessia,Unknown,https://en.wikipedia.org/wiki/Abaza_language
4,abaz1241,Abaza,abq,language,Eurasia,44.25,42.0,abaza,Abaza,31000,Definitely endangered,Abaza,"['Northwest Caucasian'
	'Abazgi'
		'Abaza']
			
	",,abq,"49,800 (2010–2014)[1]",Karachay-Cherkessia, Russia Karachay-Cherkessia,,https://en.wikipedia.org/wiki/Abaza_language
5,achu1247,Achumawi,acv,language,North America,41.0979,-121.191,achumawi,Achumawi,10,Critically endangered,Achumawi,"['Hokan'
	'\xa0?\n'
		'Shasta'
			'–Palaihnihan\xa0?'
				'Palaihnihan'
					'Achumawi']
						
	",,acv,,,,,https://en.wikipedia.org/wiki/Achumawi_language
6,ahom1240,Ahom,aho,language,Eurasia,27.2778,88.464,ahom,Ahom,0,Extinct,Ahom,"Kra–Dai
	Tai
		Southwestern
			 (Thai)
				Northwestern
					Ahom
						
	","Kra–Dai, Tai, Southwestern,  (Thai), Northwestern, Ahom",aho,Uknown,Assam,Unknown,Unknown,https://en.wikipedia.org/wiki/Ahom_language
7,ainb1238,Ainbai,aic,language,Papunesia,-3.09214,141.149,ainbai,Ainbai,100,Severely endangered,Ainbai,"Border
	\nBewani Range
		Poal River
			Ainbai
				
	","Border, \nBewani Range, Poal River, Ainbai",aic,100 ,Sandaun Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Ainbai_language
8,akka1237,Akkala Saami,sia,language,Eurasia,67.8625,32.4046,akkala saami,Akkala Saami,0,Extinct,Akkala Sámi,"Uralic
	Sámi
		Eastern
			Mainland
				Akkala Sámi
					
	","Uralic, Sámi, Eastern, Mainland, Akkala Sámi",sia,Uknown,Southwest Kola Peninsula,Unknown,Unknown,https://en.wikipedia.org/wiki/Akkala_S%C3%A1mi
9,akka1237,Akkala Saami,sia,language,Eurasia,67.8625,32.4046,akkala saami,Akkala Saami,0,Extinct,Akkala Sámi,"['Uralic'
	'Sámi'
		'Eastern'
			'Mainland'
				'Akkala Sámi']
					
	",,sia,,Southwest Kola Peninsula,,,https://en.wikipedia.org/wiki/Akkala_S%C3%A1mi
10,akum1238,Akum,aku,language,Africa,6.85716,9.96261,akum,Akum,600,Critically endangered,Akum,"Niger–Congo
	\n
		Atlantic–Congo
			Benue–Congo
				Plateau
					Yukubenic
						Akum–Beezen
							Akum
								
	","Niger–Congo, \n, Atlantic–Congo, Benue–Congo, Plateau, Yukubenic, Akum–Beezen, Akum",aku,"1,400 in Cameroon ",Taraba State,Unknown,Unknown,https://en.wikipedia.org/wiki/Akum_language
11,akum1238,Akum,aku,language,Africa,6.85716,9.96261,akum,Akum,600,Critically endangered,Akum,"['Niger–Congo'
	'?\n'
		'Atlantic–Congo'
			'Benue–Congo'
				'Plateau'
					'Yukubenic'
						'Akum–Beezen'
							'Akum']
								
	",,aku,"1,400 in Cameroon (2002)[1]few in Nigeria (no date), three villages[1]",Taraba State,,,https://en.wikipedia.org/wiki/Akum_language
12,alab1237,Alabama,akz,language,North America,30.76738,-94.62848,alabama,Alabama,275,Definitely endangered,Alabama,"['Muskogean'
	'\nEastern'
		'Alabama–'
			'Koasati'
				'Alabama']
					
	",,akz,approx. 370 (2015 census)[1],"Currently in Texas, Formerly in Oklahoma and Alabama",,,https://en.wikipedia.org/wiki/Alabama_language
13,alab1246,Alabat Island Agta,dul,language,Papunesia,14.1217,122.014,alabat island agta,Alabat Island Agta,30,Critically endangered,Inagta Alabat,"Austronesian
	Malayo-Polynesian
		Philippine
			
				
					Manide
						–Alabat
							Inagta Alabat
								
	","Austronesian, Malayo-Polynesian, Philippine, , , Manide, –Alabat, Inagta Alabat",dul,10 ,Quezon,Unknown,Unknown,https://en.wikipedia.org/wiki/Inagta_Alabat_language
14,alaw1244,Alawa,alh,language,Australia,-15.5458,134.282,alawa,Alawa,22,Critically endangered,Alawa,"Macro-Pama-Nyungan
	\n
		Macro-Gunwinyguan
			Marran
				Alawa
					
	","Macro-Pama-Nyungan, \n, Macro-Gunwinyguan, Marran, Alawa",alh,5 ,"Northern Territory; Arnhem Land, Roper River.",Unknown,Unknown,https://en.wikipedia.org/wiki/Alawa_language
15,aluo1235,Aluo,yna,language,Eurasia,26.0,102.0,aluo,Aluo,20000,Definitely endangered,Aluo,"Sino-Tibetan
	Tibeto-Burman
		Lolo–Burmese
			Loloish
				Nisoish
					Northern Loloish
						Nasoid
							Aluo
								
	","Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Nisoish, Northern Loloish, Nasoid, Aluo",yna,"25,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Aluo_language
16,alut1245,Alutor,alr,language,Eurasia,60.3844,165.653,alutor,Alutor,1000,Severely endangered,Alyutor,"['Chukotko-Kamchatkan'
	'Chukotkan'
		'Alyutor']
			
	","['Alutor', 'Palana Koryak']",alr,25 (2010 census)[1],Kamchatka,"Tigilsky District, Karaginsky District, Kamchatka (Russia)",,https://en.wikipedia.org/wiki/Alyutor_language
17,ambl1237,Amblong,alm,language,Papunesia,-15.5169,166.95,amblong,Amblong,150,Definitely endangered,Amblong,"Austronesian
	Malayo-Polynesian
		Oceanic
			Southern Oceanic
				North-Central Vanuatu
					North Vanuatu
						Espiritu Santo
							Amblong
								
	","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Amblong",alm,,Espiritu Santo,Unknown,Unknown,https://en.wikipedia.org/wiki/Amblong_language
18,amis1246,Amis,ami,language,Papunesia,23.0917,121.348,amis,Amis,30000,Vulnerable,Amis,"Austronesian
	East Formosan
		Amis–
			Sakizaya
				Amis
					
	","Austronesian, East Formosan, Amis–, Sakizaya, Amis",ami,"110,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Amis_language
19,anal1239,Anal,anm,language,Eurasia,24.0506,94.2806,anal,Anal,23000,Vulnerable,Anāl,"Sino-Tibetan
	Tibeto-Burman
		Central Tibeto-Burman
			 ()
				Kuki-Chin–Naga
					Kuki-Chin
						Anāl
							
	","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  (), Kuki-Chin–Naga, Kuki-Chin, Anāl",anm,"14,000 ",Southeast Manipur,Unknown,Unknown,https://en.wikipedia.org/wiki/Anal_language
20,anam1249,Anambé,aan,language,South America,-2.71119,-49.303,anambé,Anambé,6,Critically endangered,Anambé,"Tupian
	Tupi–Guaraní
		Xingu
			Anambé
				
	","Tupian, Tupi–Guaraní, Xingu, Anambé",aan,6 ,"Pará, Cairari River",Unknown,Unknown,https://en.wikipedia.org/wiki/Anambe_language
21,anfi1235,Anfillo,myo,language,Africa,8.568,34.647,anfillo,Anfillo,500,Critically endangered,Anfillo,"Afro-Asiatic
	Omotic
		North Omotic
			Gonga
				Anfillo
					
	","Afro-Asiatic, Omotic, North Omotic, Gonga, Anfillo",myo,,Ethiopia,Unknown,Unknown,https://en.wikipedia.org/wiki/Anfillo_language
22,anfi1235,Anfillo,myo,language,Africa,8.568,34.647,anfillo,Anfillo,500,Critically endangered,Anfillo,"['Afro-Asiatic'
	'Omotic'
		'North Omotic'
			'Gonga'
				'Anfillo']
					
	",,myo,(500 cited 1990)[1],Ethiopia,,,https://en.wikipedia.org/wiki/Anfillo
23,angi1238,Angika,anp,language,Eurasia,26.0047,85.534,angika,Angika,740892,Vulnerable,Angika,"Indo-European
	Indo-Iranian
		Indo-Aryan
			Eastern
				Bihari
					Angika
						
	","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bihari, Angika",anp,Around 15 Million[2],"Bihar and Jharkhand (India), Terai (Nepal)[1]"," India
Jharkhand (additional)
",Unknown,https://en.wikipedia.org/wiki/Angika
24,angi1238,Angika,anp,language,Eurasia,26.0047,85.534,angika,Angika,740892,Vulnerable,Angika,"['Indo-European'
	'Indo-Iranian'
		'Indo-Aryan'
			'Eastern'
				'Bihari'
					'Angika']
						
	",,anp,Around 15 Million[2],"Bihar and Jharkhand (India), Terai (Nepal)[1]"," India
Jharkhand[3] (additional)
",,https://en.wikipedia.org/wiki/Angika
25,anim1239,Animere,anf,language,Africa,7.60385,0.41962,animere,Animere,700,Critically endangered,Animere,"Niger–Congo
	\n
		Atlantic–Congo
			Kwa
				Kebu–Animere
					Animere
						
	","Niger–Congo, \n, Atlantic–Congo, Kwa, Kebu–Animere, Animere",anf,30 ,"East Central Ghana, Kecheibi and Kunda villages",Unknown,Unknown,https://en.wikipedia.org/wiki/Animere_language
26,anin1240,Anindilyakwa,aoi,language,Australia,-13.99904,136.6415,anindilyakwa,Anindilyakwa,2000,Vulnerable,Anindilyakwa,"Macro-Pama–Nyungan
	\n
		Macro-Gunwinyguan
			
				East Arnhem
					Anindilyakwa
						
	","Macro-Pama–Nyungan, \n, Macro-Gunwinyguan, , East Arnhem, Anindilyakwa",aoi,"1,500 ","Groote Eylandt, Bickerton Island, Northern Territory, Australia",Unknown,Unknown,https://en.wikipedia.org/wiki/Anindilyakwa_language
27,anuk1239,Anuki,aui,language,Papunesia,-9.6692,149.822,anuki,Anuki,542,Definitely endangered,Anuki,"Austronesian
	Malayo-Polynesian
		Oceanic
			Western Oceanic
				Papuan Tip
					Nuclear Papuan Tip
						""North Papuan Mainland – DEntrecasteaux""
							Anuki
								
	","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear Papuan Tip, ""North Papuan Mainland – DEntrecasteaux"", Anuki",aui,890 ,"Milne Bay Province, tip of Cape Vogel",Unknown,Unknown,https://en.wikipedia.org/wiki/Anuki_language
28,apat1240,Apatani,apt,language,Eurasia,27.1933,93.7284,apatani,Apatani,35000,Vulnerable,Apatani,"Sino-Tibetan
	Tani
		Western Tani
			Apatani
				
	","Sino-Tibetan, Tani, Western Tani, Apatani",apt,"44,815 ",Arunachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Apatani_language
29,arab1268,Arabela,arl,language,South America,-1.96126,-75.0612,arabela,Arabela,50,Severely endangered,Arabela,"Zaparoan
	\nArabela–Andoa
		Arabela
			
	","Zaparoan, \nArabela–Andoa, Arabela",arl,50 ,, Peru,Unknown,https://en.wikipedia.org/wiki/Arabela_language
30,arab1268,Arabela,arl,language,South America,-1.96126,-75.0612,arabela,Arabela,50,Severely endangered,Arabela,"['Zaparoan'
	'\nArabela–Andoa'
		'Arabela']
			
	",,arl,50 (2002)[1],, Peru[2],,https://en.wikipedia.org/wiki/Arabela_language
31,arag1245,Aragonese,arg,language,Eurasia,42.4669,-0.00919,aragonese,Aragonese,10000,Definitely endangered,Aragonese,"Indo-European
	Italic
		Latino-Faliscan
			Latin
				Romance
					Italo-Western
						Western Romance
							(unclassified)
								(in some classifications) Pyrenean–Mozarabic
									Aragonese
										
	","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, (unclassified), (in some classifications) Pyrenean–Mozarabic, Aragonese",arg,"Active speakers: 10,000–12,000 ",Aragon; northern and central Huesca and northern Zaragoza,Unknown,"Spain
Aragon (Protected language status)
",https://en.wikipedia.org/wiki/Aragonese_language
32,arag1245,Aragonese,arg,language,Eurasia,42.4669,-0.00919,aragonese,Aragonese,10000,Definitely endangered,Aragonese,"['Indo-European'
	'Italic'
		'Latino-Faliscan'
			'Latin'
				'Romance'
					'Italo-Western'
						'Western Romance'
							'(unclassified)'
								'(in some classifications) Pyrenean–Mozarabic'
									'Aragonese']
										
	","['Judaeo-Aragonese', ' ', '†', 'Navalese', 'Aisinian', 'Ansó', 'Aragüés', 'Benasquese', 'Hecho', 'Ribagorçan', 'Central']",arg,"Active speakers: 10,000–12,000 (2017)[1]Active and passive speakers: 30,000–50,000 (2017)[1]",Aragon; northern and central Huesca and northern Zaragoza,,"Spain
Aragon (Protected language status)
",https://en.wikipedia.org/wiki/Aragonese_language
33,arak1252,Araki,akr,language,Papunesia,-15.632997,166.952542,araki,Araki,8,Critically endangered,Araki,"Austronesian
	Malayo-Polynesian
		Oceanic
			Southern Oceanic
				North-Central Vanuatu
					North Vanuatu
						Espiritu Santo
							Araki
								
	","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Araki",akr,8 ,"Araki Island, Espiritu Santo",Unknown,Unknown,https://en.wikipedia.org/wiki/Araki_language
34,arao1248,Araona,aro,language,South America,-12.4242,-67.7293,araona,Araona,81,Severely endangered,Araona,"Pano–TacaUknown
	TacaUknown
		Araona–Tacana
			Araona
				
	","Pano–TacaUknown, TacaUknown, Araona–Tacana, Araona",aro,110 ,La Paz Department (Bolivia), Bolivia,Unknown,https://en.wikipedia.org/wiki/Araona_language
35,arch1244,Archi,aqc,language,Eurasia,42.3239,46.8267,archi,Archi,524,Definitely endangered,Archi,"['Northeast Caucasian'
	'Lezgic'
		'[2]'
			'Archi']
				
	",,aqc,970 (2010 census)[1],"Archib, Dagestan",,,https://en.wikipedia.org/wiki/Archi_language
36,argu1237,Arguni,agf,language,Papunesia,-2.645798,132.5556,arguni,Arguni,150,Vulnerable,Arguni,"Austronesian
	Malayo-Polynesian
		Central–Eastern Malayo-Polynesian
			Kei–Tanimbar
				Bedoanas–Erokwanas
					Arguni
						
	","Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Kei–Tanimbar, Bedoanas–Erokwanas, Arguni",agf,150 ,"Arguni Island, north coast Bomberai Peninsula",Unknown,Unknown,https://en.wikipedia.org/wiki/Arguni_language
37,arib1241,Aribwatsa,laz,language,Papunesia,-6.72266,146.991,aribwatsa,Aribwatsa,0,Extinct,Aribwatsa,"Austronesian
	Malayo-Polynesian
		Oceanic
			Western Oceanic
				Huon Gulf
					Markham
						Lower Markham
							Busu
								Aribwatsa
									
	","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Huon Gulf, Markham, Lower Markham, Busu, Aribwatsa",laz,Uknown,New Guinea,Unknown,Unknown,https://en.wikipedia.org/wiki/Aribwatsa_language
38,arik1262,Arikara,ari,language,North America,45.0,-100.0,arikara,Arikara,10,Critically endangered,Arikara,"['Caddoan'
	'\nNorthern'
		'Pawnee–'
			'Kitsai'
				'Pawnee'
					'–Arikara'
						'Arikara']
							
	",,ari,10 (2007)[2],North-central North Dakota,,,https://en.wikipedia.org/wiki/Arikara_language
39,arin1243,Arin,xrn,language,Eurasia,57.0,93.0,arin,Arin,0,Extinct,Arin,"['Dené–Yeniseian'
	'?\n'
		'Yeniseian'
			'Southern Yeniseian'
				'Arin–'
					'Pumpokol'
						'Arin']
							
	",,xrn,,Yenisei River,,,https://en.wikipedia.org/wiki/Arin_language
40,arom1237,Aromanian,rup,language,Eurasia,40.616,21.2,aromanian,Aromanian,500000,Definitely endangered,Aromanian,"Indo-European
	Italic
		Latino-Faliscan
			Latin
				Romance
					Eastern Romance
						2
							Aromanian
								
	","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Eastern Romance, 2, Aromanian",rup,"210,000 ",Balkans,Unknown, Albania North Macedonia,https://en.wikipedia.org/wiki/Aromanian_language
41,arom1237,Aromanian,rup,language,Eurasia,40.616,21.2,aromanian,Aromanian,500000,Definitely endangered,Aromanian,"['Indo-European'
	'Italic'
		'Latino-Faliscan'
			'Latin'
				'Romance'
					'Eastern Romance'
						'[2]'
							'Aromanian']
								
	","['Farsherot (incl. Muzachiar)', 'Moscopolean', 'Gopeš–Malovište', 'Pindean (incl. Olympiot)', 'Gramostean']",rup,"210,000 (2018)[1]",Balkans,, Albania North Macedonia,https://en.wikipedia.org/wiki/Aromanian_language
42,asht1244,Ashtiani,atn,language,Eurasia,37.7469,48.6808,ashtiani,Ashtiani,21000,Definitely endangered,Ashtiani,"Indo-European
	Indo-Iranian
		Iranian
			Western
				Northwestern II
					Tatic
						Tafresh
							Ashtiani
								
	","Indo-European, Indo-Iranian, Iranian, Western, Northwestern II, Tatic, Tafresh, Ashtiani",atn,"27,000 ","Ashtian, Tafresh",Unknown,Unknown,https://en.wikipedia.org/wiki/Ashtiani_language
43,asum1237,Asumboa,aua,language,Papunesia,-11.2969,166.499,asumboa,Asumboa,40,Severely endangered,Asumboa,"Austronesian
	Malayo-Polynesian
		Oceanic
			Temotu
				Utupua
					Asumboa
						
	","Austronesian, Malayo-Polynesian, Oceanic, Temotu, Utupua, Asumboa",aua,,Utupua,Unknown,Unknown,https://en.wikipedia.org/wiki/Asumbuo_language
44,atik1240,Atikamekw,atj,language,North America,47.9555,-73.7989,atikamekw,Atikamekw,4155,Vulnerable,Atikamekw,"['Algic'
	'Algonquian'
		'Cree'
			'-'
				'Montagnais'
					'-'
						'Naskapi'
							'[2]'
								'Atikamekw']
									
	",,atj,"6,200 (2016 census)[1]",Quebec,,,https://en.wikipedia.org/wiki/Atikamekw_language
45,avar1256,Avar,ava,language,Eurasia,41.7047,46.558,avar,Avar,784840,Vulnerable,Avar,"['Northeast Caucasian'
	'Avar–Andic'
		'Avar']
			
	",,Either:titleavatitle – Avarictitleoavtitle – Old Avar,"1,200,000 (2021)[1]",," Russia
 Dagestan
",,https://en.wikipedia.org/wiki/Avar_language
46,awer1241,Awera,awr,language,Papunesia,-2.71886,136.063,awera,Awera,70,Vulnerable,Awera,"Lakes Plain
	\nWapoga
		Awera
			
	","Lakes Plain, \nWapoga, Awera",awr,70 ,"Awera village[1] in Wapoga District, Waropen Regency, Papua",Unknown,Unknown,https://en.wikipedia.org/wiki/Awera_language
47,awyi1241,Awyi,auw,language,Papunesia,-3.00564,140.604,awyi,Awyi,350,Vulnerable,Awyi,"Border
	\nUpper Tami
		Awyi
			
	","Border, \nUpper Tami, Awyi",auw,350 ,Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Awyi_language
48,ayau1235,Ayautla Mazatec,vmy,language,North America,18.0993,-96.5952,ayautla mazatec,Ayautla Mazatec,3192,Vulnerable,Ayautla Mazatec,"Oto-Manguean
	Popolocan
		Mazatecan
			Highland
				Western
					Ayautla Mazatec
						
	","Oto-Manguean, Popolocan, Mazatecan, Highland, Western, Ayautla Mazatec",vmy,"3,700 ",Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Ayautla_Mazatec_language
49,babu1240,Babuza,bzg,language,Papunesia,24.0017,120.585,babuza,Babuza,0,Extinct,Babuza,"Austronesian
	Western Plains Formosan
		Central
			Babuza
				
	","Austronesian, Western Plains Formosan, Central, Babuza",bzgtitle  (with Favorlang),Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Babuza_language
50,babu1240,Babuza,bzg,language,Papunesia,24.0017,120.585,babuza,Babuza,0,Extinct,Babuza,"Austronesian
	Western Plains Formosan
		Central
			Babuza
				
	","Austronesian, Western Plains Formosan, Central, Babuza",bzgtitle  (with Favorlang),Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Taokas_language
51,bada1257,Badaga,bfq,language,Eurasia,11.3094,76.5974,badaga,Badaga,134514,Definitely endangered,Badaga,"Dravidian
	\nSouth Dravidian
		South Dravidian I
			Tamil–
				Kannada
					Badaga–Kannada
						Badaga
							
	","Dravidian, \nSouth Dravidian, South Dravidian I, Tamil–, Kannada, Badaga–Kannada, Badaga",bfq,"134,000 ","The Nilgiris, Tamil Nadu",Unknown,Unknown,https://en.wikipedia.org/wiki/Badaga_language
52,bagu1252,Bagupi,bpi,language,Papunesia,-5.07778,145.632,bagupi,Bagupi,60,Definitely endangered,Bagupi,"Trans–New Guinea
	Madang
		Croisilles
			 
				linkage
					Mabuso
						Hanseman
							Bagupi
								
	","Trans–New Guinea, Madang, Croisilles,  , linkage, Mabuso, Hanseman, Bagupi",bpi,50 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Bagupi_language
53,bagv1239,Bagvalal,kva,language,Eurasia,42.3966,46.1041,bagvalal,Bagvalal,5000,Definitely endangered,Bagvalal,"Northeast Caucasian
	Avar–Andic
		Andic
			Akhvakh–Tindi
				Karata–Tindi
					Botlikh–Tindi
						Bagvalal–Tindi
							Bagvalal
								
	","Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Bagvalal–Tindi, Bagvalal",kva,"1,500 ",Southwestern Dagestan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Bagvalal_language
54,baho1237,Bahonsuai,bsu,language,Papunesia,-2.22572,121.707,bahonsuai,Bahonsuai,180,Definitely endangered,Bahonsuai,"Austronesian
	Malayo-Polynesian
		Celebic
			Bungku–Tolaki
				Bahonsuai
					
	","Austronesian, Malayo-Polynesian, Celebic, Bungku–Tolaki, Bahonsuai",bsu,,Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Bahonsuai_language
55,baim1244,Baima,bqh,language,Eurasia,33.1001,103.952,baima,Baima,10000,Vulnerable,Baima,"Sino-Tibetan
	Tibetic
		\xa0
			Qiangic
				\xa0
					Baima
						
	","Sino-Tibetan, Tibetic, \xa0, Qiangic, \xa0, Baima",bqh,"10,000 ",Sichuan and Gansu,Unknown,Unknown,https://en.wikipedia.org/wiki/Baima_language
56,baki1244,Baki,bki,language,Papunesia,-16.7096,168.165,baki,Baki,150,Vulnerable,Baki,"['Austronesian'
	'Malayo-Polynesian'
		'Oceanic'
			'Southern Oceanic'
				'North-Central Vanuatu'
					'Central Vanuatu'
						'Epi-Efate'
							'Epi'
								'Baki']
									
	",,bki,350 (2001)[1],Epi Island,,,https://en.wikipedia.org/wiki/Baki_language
57,bald1241,Baldemu,bdn,language,Africa,10.9078,14.4674,baldemu,Baldemu,3,Critically endangered,Baldemu,"Afro-Asiatic
	Chadic
		Biu–Mandara
			North
				Maroua
					2
						Baldemu
							
	","Afro-Asiatic, Chadic, Biu–Mandara, North, Maroua, 2, Baldemu",bdn,4 ,Far North Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Baldemu_language
58,bamb1262,Bambassi,myf,language,Africa,9.82554,34.6522,bambassi,Bambassi,5000,Definitely endangered,Bambassi,"Afro-Asiatic
	Omotic
		Mao
			Bambassi
				
	","Afro-Asiatic, Omotic, Mao, Bambassi",myf,"2,300 ","in Benishangul-Gumuz Region, east of Asosa",Unknown,Unknown,https://en.wikipedia.org/wiki/Bambassi_language
59,bana1308,Banat Bulgarian,,dialect,Eurasia,,,banat bulgarian,Banat Bulgarian,25000,Definitely endangered,Banat Bulgarian,"Indo-European
	Balto-Slavic
		Slavic
			South Slavic
				Eastern South Slavic
					Bulgarian
						Eastern Bulgarian
							Rup
								Paulician
									Banat Bulgarian
										
	","Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Bulgarian, Eastern Bulgarian, Rup, Paulician, Banat Bulgarian",–,,,Unknown,Unknown,https://en.wikipedia.org/wiki/Banat_Bulgarian_language
60,bang1335,Bangani,,dialect,Eurasia,29.8692,79.0686,bangani,Bangani,12000,Critically endangered,Bangani,"Indo-European
	Indo-Iranian
		Indo-Aryan
			Northern
				Bangani
					
	","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Bangani",–,Uknown,Garhwal,Unknown,Unknown,https://en.wikipedia.org/wiki/Bangani
61,bart1238,Bartangi,,dialect,Eurasia,38.21974,72.11835,bartangi,Bartangi,5000,Severely endangered,Bartangi,"Indo-European
	Indo-Iranian
		Iranian
			Eastern
				Shugni–Yazgulami
					ShughUknowni
						Bartangi
							
	","Indo-European, Indo-Iranian, Iranian, Eastern, Shugni–Yazgulami, ShughUknowni, Bartangi",(included in titleShughnititle [sgh]),Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Bartangi_language
62,basa1287,Basay,byq,language,Papunesia,25.0046,121.857,basay,Basay,0,Extinct,Basay,"Austronesian
	East Formosan
		Kavalanic
			Basay
				
	","Austronesian, East Formosan, Kavalanic, Basay",byq,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Basay_language
63,bash1264,Bashkir,bak,language,Eurasia,53.59671,56.55937,bashkir,Bashkir,1379727,Vulnerable,Bashkir,"Turkic
	Common Turkic
		Kipchak
			Kipchak–Bulgar
				Bashkir
					
	","Turkic, Common Turkic, Kipchak, Kipchak–Bulgar, Bashkir",bak,1.2 million ,"Volga, Ural region", Bashkortostan (Russia),Unknown,https://en.wikipedia.org/wiki/Bashkir_language
64,bash1264,Bashkir,bak,language,Eurasia,53.59671,56.55937,bashkir,Bashkir,1379727,Vulnerable,Bashkir,"['Turkic'
	'Common Turkic'
		'Kipchak'
			'Kipchak–Bulgar'
				'Bashkir']
					
	",,bak,1.2 million (2020 census)[1],"Volga, Ural region", Bashkortostan (Russia),,https://en.wikipedia.org/wiki/Bashkir_language
65,basq1248,Basque,eus,language,Eurasia,43.2787,-1.31622,basque,Basque,660000,Vulnerable,Basque,"Language isolate
	
	",Language isolate,eus,"750,000 ",Basque Country,"Spain
Basque Autonomous Community
Navarre (co-official in the Basque-speaking area of Navarre)
","France
Pyrénées-Atlantiques, Nouvelle-Aquitaine
",https://en.wikipedia.org/wiki/Basque_language
66,basq1248,Basque,eus,language,Eurasia,43.2787,-1.31622,basque,Basque,660000,Vulnerable,Basque,"['Language isolate']
	
	","['Biscayan', 'Gipuzkoan', 'Upper Navarrese', 'Navarro-Lapurdian', 'Eastern Navarrese', ' ', '†', 'Souletin (Zuberoan)', 'Alavese', ' ', '†', 'Salazarese', ' ', '†']",eus,"750,000 (2016)[1]434,000 passive speakers[1] and 6,000 monoglots[2][3]",Basque Country,"Spain
Basque Autonomous Community
Navarre (co-official in the Basque-speaking area of Navarre)
","France
Pyrénées-Atlantiques, Nouvelle-Aquitaine
",https://en.wikipedia.org/wiki/Basque_language
67,bata1297,Bataan Ayta,ayt,language,Papunesia,14.4153,120.49,bataan ayta,Bataan Ayta,500,Definitely endangered,Mariveleño,"Austronesian
	Malayo-Polynesian
		Philippine
			Central Luzon
				Sambalic
					Mariveleño
						
	","Austronesian, Malayo-Polynesian, Philippine, Central Luzon, Sambalic, Mariveleño",ayt,"1,000 ",Mariveles,Unknown,Unknown,https://en.wikipedia.org/wiki/Marivele%C3%B1o_language
