Name in English,Number of speakers,Degree of endangerment,Wikipedia URL
South Italian,7500000,Vulnerable,https://en.wikipedia.org/wiki/Neapolitan_language
Sicilian,5000000,Vulnerable,https://en.wikipedia.org/wiki/Sicilian
Low Saxon,4800000,Vulnerable,https://en.wikipedia.org/wiki/Low_Saxon
Belarusian,4000000,Vulnerable,https://en.wikipedia.org/wiki/Belarusian
Lombard,3500000,Definitely endangered,https://en.wikipedia.org/wiki/Lombard
Romani,3500000,Definitely endangered,https://en.wikipedia.org/wiki/Romani
Yiddish (Israel),3000000,Definitely endangered,https://en.wikipedia.org/wiki/Yiddish
Gondi,2713790,Vulnerable,https://en.wikipedia.org/wiki/Gondi
Limburgian-Ripuarian,2600000,Vulnerable,https://en.wikipedia.org/wiki/Limburgish_language
Quechua of Southern Bolivia,2300000,Vulnerable,https://en.wikipedia.org/wiki/Southern_Quechua
Kumaoni,2003783,Vulnerable,https://en.wikipedia.org/wiki/Kumaoni
Aymara,2000000,Vulnerable,https://en.wikipedia.org/wiki/Aymara
Emilian-Romagnol,2000000,Definitely endangered,https://en.wikipedia.org/wiki/Emilian%E2%80%93Romagnol_linguistic_group
Piedmontese,2000000,Definitely endangered,https://en.wikipedia.org/wiki/Piedmontese_language
Venetan,2000000,Vulnerable,https://en.wikipedia.org/wiki/Venetian_language
Zazaki,2000000,Vulnerable,https://en.wikipedia.org/wiki/Zaza_language
Kurux (India),1751489,Vulnerable,https://en.wikipedia.org/wiki/Kurukh_language
Tamajeq,1750000,Vulnerable,https://en.wikipedia.org/wiki/Tamazheq_language
Tulu,1722768,Vulnerable,https://en.wikipedia.org/wiki/Tulu
Kangdi,1700000,Definitely endangered,https://en.wikipedia.org/wiki/Kanger
Scots,1500000,Vulnerable,https://en.wikipedia.org/wiki/Scots
Torlak,1500000,Vulnerable,https://en.wikipedia.org/wiki/Torlakian_dialects
West Flemish,1500000,Vulnerable,https://en.wikipedia.org/wiki/West_Flemish
Bashkir,1379727,Vulnerable,https://en.wikipedia.org/wiki/Bashkir
Chechen,1331844,Vulnerable,https://en.wikipedia.org/wiki/Chechen
Chuvash,1325382,Vulnerable,https://en.wikipedia.org/wiki/Chuvash
Meithei,1250000,Vulnerable,https://en.wikipedia.org/wiki/Meitei_language
Tamang,1196639,Vulnerable,https://en.wikipedia.org/wiki/Tamang
Quechua of Cuzco,1115000,Vulnerable,https://en.wikipedia.org/wiki/Cusco_Quechua
Eastern Slovak,1000000,Vulnerable,https://en.wikipedia.org/wiki/Slovak_language
Ligurian,1000000,Definitely endangered,https://en.wikipedia.org/wiki/Ligurian
Rusyn,1000000,Vulnerable,https://en.wikipedia.org/wiki/Rusyn
Talysh,1000000,Vulnerable,https://en.wikipedia.org/wiki/Talysh
Kui,916222,Vulnerable,https://en.wikipedia.org/wiki/Kui
Khasi,912000,Vulnerable,https://en.wikipedia.org/wiki/Khasi
Bodo,900000,Vulnerable,https://en.wikipedia.org/wiki/Bodo
Campidanese,900000,Definitely endangered,https://en.wikipedia.org/wiki/Campidanese_Sardinian
K'iche' (Guatemala),890596,Vulnerable,https://en.wikipedia.org/wiki/K%27iche%27_language
Quechua of Ayacucho,850000,Definitely endangered,https://en.wikipedia.org/wiki/Ayacucho_Quechua
Newar,825458,Definitely endangered,https://en.wikipedia.org/wiki/Newar_people
Mon,800000,Vulnerable,https://en.wikipedia.org/wiki/Mon
Polesian,800000,Vulnerable,https://en.wikipedia.org/wiki/Polesia
Tamaceq,800000,Definitely endangered,https://en.wikipedia.org/wiki/Tamasheq_language
Avar,784840,Vulnerable,https://en.wikipedia.org/wiki/Avar
Mundari,750000,Vulnerable,https://en.wikipedia.org/wiki/Mundari
Welsh,750000,Vulnerable,https://en.wikipedia.org/wiki/Welsh
Angika,740892,Vulnerable,https://en.wikipedia.org/wiki/Angika
Q'eqchi' (Guatemala),716101,Vulnerable,https://en.wikipedia.org/wiki/Q%27eqchi%27_language
Picard,700000,Severely endangered,https://en.wikipedia.org/wiki/Picard
Kokborok,695000,Vulnerable,https://en.wikipedia.org/wiki/Kokborok
Basque,660000,Vulnerable,https://en.wikipedia.org/wiki/Basque
Kabard-Cherkes,650000,Vulnerable,https://en.wikipedia.org/wiki/Kabardian_language
Mandeali,611930,Definitely endangered,https://en.wikipedia.org/wiki/Mandeali
Friulian,600000,Definitely endangered,https://en.wikipedia.org/wiki/Friulian_language
Quechua of Ancash and Huánuco,600000,Definitely endangered,https://en.wikipedia.org/wiki/Ancash_Quechua
Walloon,600000,Definitely endangered,https://en.wikipedia.org/wiki/Walloon
Mising,550000,Definitely endangered,https://en.wikipedia.org/wiki/Mising
Ossete,550000,Vulnerable,https://en.wikipedia.org/wiki/Ossetian_language
Mizo,529000,Vulnerable,https://en.wikipedia.org/wiki/Mizo
Dargwa,503523,Vulnerable,https://en.wikipedia.org/wiki/Dargwa
Aromanian,500000,Definitely endangered,https://en.wikipedia.org/wiki/Aromanian
Brahui,500000,Vulnerable,https://en.wikipedia.org/wiki/Brahui
Languedocian,500000,Severely endangered,https://en.wikipedia.org/wiki/Languedocien_dialect
Lezgian,500000,Vulnerable,https://en.wikipedia.org/wiki/Lezgian
Mahasui,496024,Definitely endangered,https://en.wikipedia.org/wiki/Mahasu_Pahari
Magar,489383,Definitely endangered,https://en.wikipedia.org/wiki/Magar
Mam (Guatemala),477717,Vulnerable,https://en.wikipedia.org/wiki/Mam_language
Udmurt,463837,Definitely endangered,https://en.wikipedia.org/wiki/Udmurt
Huasteca Náhuatl,463183,Vulnerable,https://en.wikipedia.org/wiki/Huasteca_Nahuatl
Kumyk,458121,Vulnerable,https://en.wikipedia.org/wiki/Kumyk
Yakut,456288,Vulnerable,https://en.wikipedia.org/wiki/Yakut
Kaqchikel (Guatemala),444954,Vulnerable,https://en.wikipedia.org/wiki/Kaqchikel_language
Karbi,420000,Vulnerable,https://en.wikipedia.org/wiki/Karbi
Eastern Mari,414211,Definitely endangered,https://en.wikipedia.org/wiki/Meadow_Mari_language
Ingush,405343,Vulnerable,https://en.wikipedia.org/wiki/Ingush
Erzya,400000,Definitely endangered,https://en.wikipedia.org/wiki/Erzya
Ho,400000,Vulnerable,https://en.wikipedia.org/wiki/Ho
Judezmo (Israel),400000,Severely endangered,https://en.wikipedia.org/wiki/Judeo-Spanish
Lalo,400000,Vulnerable,https://en.wikipedia.org/wiki/Lalo
Limousin,400000,Severely endangered,https://en.wikipedia.org/wiki/Limousin
Logudorese,400000,Definitely endangered,https://en.wikipedia.org/wiki/Logudorese_Sardinian
Mapuche (Chile),400000,Definitely endangered,https://en.wikipedia.org/wiki/Mapuche_language
Central Náhuatl,395581,Vulnerable,https://en.wikipedia.org/wiki/Central_Nahuatl_languages
Moselle Franconian,390000,Vulnerable,https://en.wikipedia.org/wiki/Moselle_Franconian_language
Bantawa,371056,Vulnerable,https://en.wikipedia.org/wiki/Bantawa_language
Santa,360000,Vulnerable,https://en.wikipedia.org/wiki/Santa_Claus
Mingrelian,350000,Definitely endangered,https://en.wikipedia.org/wiki/Mingrelian
West Frisian,350000,Vulnerable,https://en.wikipedia.org/wiki/West_Frisian
Gurung,338925,Definitely endangered,https://en.wikipedia.org/wiki/Gurung_people
Guajiro,318500,Vulnerable,https://en.wikipedia.org/wiki/Wayuu_people
Karachay-Balkar,302748,Vulnerable,https://en.wikipedia.org/wiki/Karachay-Balkar
Adyge,300000,Vulnerable,https://en.wikipedia.org/wiki/Adyghe
Buryat (Trans-Baikal),300000,Definitely endangered,https://en.wikipedia.org/wiki/Buryat_language
Kurru,300000,Definitely endangered,https://en.wikipedia.org/wiki/Kurru
Kuvi,300000,Definitely endangered,https://en.wikipedia.org/wiki/Kuvi_language
Limbu,300000,Definitely endangered,https://en.wikipedia.org/wiki/Limbu
Moroccan Judeo-Arabic (Israel),300000,Definitely endangered,https://en.wikipedia.org/wiki/Judeo-Moroccan_Arabic
Plautdietsch,300000,Definitely endangered,https://en.wikipedia.org/wiki/Plautdietsch
Pontic Greek,300000,Definitely endangered,https://en.wikipedia.org/wiki/Pontic_Greek
"Quichua (Cotopaxi, Tungurahua and Chimborazo)",300000,Definitely endangered,https://en.wikipedia.org/wiki/Quichua_language
Waxiang,300000,Vulnerable,https://en.wikipedia.org/wiki/Waxiang_Chinese
Oyrat,280000,Definitely endangered,https://en.wikipedia.org/wiki/Oirats
Garhwali,279500,Vulnerable,https://en.wikipedia.org/wiki/Garhwali
Bade,250000,Vulnerable,https://en.wikipedia.org/wiki/Bade
Breton,250000,Severely endangered,https://en.wikipedia.org/wiki/Breton
Gascon,250000,Definitely endangered,https://en.wikipedia.org/wiki/Gascon
Phula (China),250000,Vulnerable,https://en.wikipedia.org/wiki/Phula_language
Sora,250000,Vulnerable,https://en.wikipedia.org/wiki/Sora
Konyak,248000,Vulnerable,https://en.wikipedia.org/wiki/Konyak
Ao,243000,Vulnerable,https://en.wikipedia.org/wiki/AO
Tuvan,242754,Vulnerable,https://en.wikipedia.org/wiki/Tuvan
Nafusi,240000,Severely endangered,https://en.wikipedia.org/wiki/Nafusi_language
Suret,240000,Definitely endangered,https://en.wikipedia.org/wiki/Suret_language
Malto,224926,Definitely endangered,https://en.wikipedia.org/wiki/Malto
Khowar,222800,Vulnerable,https://en.wikipedia.org/wiki/Khowar
Maiya,220000,Vulnerable,https://en.wikipedia.org/wiki/Maiya
Komi,217316,Definitely endangered,https://en.wikipedia.org/wiki/Komi
Alpine Provençal,200000,Definitely endangered,https://en.wikipedia.org/wiki/Vivaro-Alpine_dialect
Gallo,200000,Severely endangered,https://en.wikipedia.org/wiki/Gallo
Gera,200000,Vulnerable,https://en.wikipedia.org/wiki/Gera
Irula,200000,Vulnerable,https://en.wikipedia.org/wiki/Irula
Kharia,200000,Vulnerable,https://en.wikipedia.org/wiki/Kharia
Khorasani Turk,200000,Vulnerable,https://en.wikipedia.org/wiki/Khorasani_Turkic_language
Korku,200000,Vulnerable,https://en.wikipedia.org/wiki/Korku
Moksha,200000,Definitely endangered,https://en.wikipedia.org/wiki/Moksha
Western Armenian (Middle East),200000,Definitely endangered,https://en.wikipedia.org/wiki/Western_Armenian
Western Cham,200000,Vulnerable,https://en.wikipedia.org/wiki/Cham_language
Tshangla,193000,Vulnerable,https://en.wikipedia.org/wiki/Tshangla_language
Thado,191000,Vulnerable,https://en.wikipedia.org/wiki/Thadou_people
Gagauz (Bessarabia),180000,Definitely endangered,https://en.wikipedia.org/wiki/Gagauz_language
Kului,170770,Definitely endangered,https://en.wikipedia.org/wiki/Kului
Adi,170000,Vulnerable,https://en.wikipedia.org/wiki/Adi
Lhota,170000,Vulnerable,https://en.wikipedia.org/wiki/Lhota
Nyishi,170000,Vulnerable,https://en.wikipedia.org/wiki/Nyishi_people
Ngäbere (Panama),169130,Vulnerable,https://en.wikipedia.org/wiki/Ng%C3%A4bere_language
Kodagu,166187,Definitely endangered,https://en.wikipedia.org/wiki/Kodagu_district
Corsican,160000,Definitely endangered,https://en.wikipedia.org/wiki/Corsican
Dzongkha,160000,Vulnerable,https://en.wikipedia.org/wiki/Dzongkha
Kalmyk,153602,Definitely endangered,https://en.wikipedia.org/wiki/Kalmyk
Lak,153373,Vulnerable,https://en.wikipedia.org/wiki/Lak
Asturian-Leonese,150000,Definitely endangered,https://en.wikipedia.org/wiki/Astur-Leonese_languages
Latgalian,150000,Vulnerable,https://en.wikipedia.org/wiki/Latgalian
Provençal,150000,Severely endangered,https://en.wikipedia.org/wiki/Proven%C3%A7al
Rabha,150000,Vulnerable,https://en.wikipedia.org/wiki/Rabha_people
Tamzabit,150000,Vulnerable,https://en.wikipedia.org/wiki/Tamazight_language
Sherpa,143693,Vulnerable,https://en.wikipedia.org/wiki/Sherpa
Tangkhul,142000,Vulnerable,https://en.wikipedia.org/wiki/Tangkhul_Naga
Q'aanjob'al,139830,Vulnerable,https://en.wikipedia.org/wiki/Q%27anjob%27al_language
Badaga,134514,Definitely endangered,https://en.wikipedia.org/wiki/Badaga
Angami,132000,Vulnerable,https://en.wikipedia.org/wiki/Angami
Laz,130000,Definitely endangered,https://en.wikipedia.org/wiki/Laz
Tabasaran,128391,Vulnerable,https://en.wikipedia.org/wiki/Tabasaran
Chambeali,126589,Definitely endangered,https://en.wikipedia.org/wiki/Chambeali
Abkhaz,125000,Vulnerable,https://en.wikipedia.org/wiki/Abkhaz
Phom,123000,Vulnerable,https://en.wikipedia.org/wiki/Phom
Kolami,121855,Definitely endangered,https://en.wikipedia.org/wiki/Kolava_language
Navajo,120000,Vulnerable,https://en.wikipedia.org/wiki/Navajo
Sassarese,120000,Definitely endangered,https://en.wikipedia.org/wiki/Sassarese_language
Tamahaq (Algeria),120000,Vulnerable,https://en.wikipedia.org/wiki/Tamasheq_language
Konda,118597,Definitely endangered,https://en.wikipedia.org/wiki/Konda
Sierra Totonac,118367,Severely endangered,https://en.wikipedia.org/wiki/Sierra_Totonac_language
Jaunsari,114733,Definitely endangered,https://en.wikipedia.org/wiki/Jaunsari
Dimasa,112000,Vulnerable,https://en.wikipedia.org/wiki/Dimasa
Ladakhi,105000,Vulnerable,https://en.wikipedia.org/wiki/Ladakhi
Salar,104503,Vulnerable,https://en.wikipedia.org/wiki/Salar
Simi,104000,Vulnerable,https://en.wikipedia.org/wiki/Simi
Phurhepecha,102988,Vulnerable,https://en.wikipedia.org/wiki/Pur%C3%A9pecha
Crimean Tatar (Crimea),100000,Severely endangered,https://en.wikipedia.org/wiki/Crimean_Tatar_language
Dagur (Nonni),100000,Definitely endangered,https://en.wikipedia.org/wiki/Daur_language
Francoprovençal,100000,Definitely endangered,https://en.wikipedia.org/wiki/Franco-Proven%C3%A7al
Gallurese,100000,Definitely endangered,https://en.wikipedia.org/wiki/Gallurese
Mapuche (Argentina),100000,Severely endangered,https://en.wikipedia.org/wiki/Mapuche_language
Mehri,100000,Definitely endangered,https://en.wikipedia.org/wiki/Mehri
Miskito (Nicaragua),100000,Vulnerable,https://en.wikipedia.org/wiki/Miskito_language
Ordos,100000,Definitely endangered,https://en.wikipedia.org/wiki/Ordos
Quechua of Northern Bolivia,100000,Vulnerable,https://en.wikipedia.org/wiki/Northern_Quechua
Suba,100000,Vulnerable,https://en.wikipedia.org/wiki/Suba
Garífuna (Honduras),98000,Vulnerable,https://en.wikipedia.org/wiki/Garifuna_language
Embera (Colombia),95000,Vulnerable,https://en.wikipedia.org/wiki/Ember%C3%A1_languages
Kabui,95000,Vulnerable,https://en.wikipedia.org/wiki/Kabui_people
Shughni,95000,Vulnerable,https://en.wikipedia.org/wiki/Shughni
Permyak,94328,Definitely endangered,https://en.wikipedia.org/wiki/Komi-Permyak_language
Poqomchi',92941,Vulnerable,https://en.wikipedia.org/wiki/Poqomchi%CA%BC
Yimchungru,92000,Vulnerable,https://en.wikipedia.org/wiki/Yimchungru_language
Nogay (Caucasus),90020,Definitely endangered,https://en.wikipedia.org/wiki/Nogai_language
Heiban,90000,Vulnerable,https://en.wikipedia.org/wiki/Heiban
Quichua (Cañar and Azuay),90000,Severely endangered,https://en.wikipedia.org/wiki/Quichua_language
Mezquital Otomí,88789,Definitely endangered,https://en.wikipedia.org/wiki/Northwestern_Otomi
Eastern Mazahua,88001,Definitely endangered,https://en.wikipedia.org/wiki/Mazahua_language
Burushaski,87000,Vulnerable,https://en.wikipedia.org/wiki/Burushaski
Central Otomí,84593,Definitely endangered,https://en.wikipedia.org/wiki/Central_Otomi
Chokri,84000,Vulnerable,https://en.wikipedia.org/wiki/Chokri_language
Sangtam,84000,Vulnerable,https://en.wikipedia.org/wiki/Sangtam
Ixil (Guatemala),83574,Vulnerable,https://en.wikipedia.org/wiki/Ixil_language
Achi',82640,Vulnerable,https://en.wikipedia.org/wiki/Achi_language
Yem,81613,Vulnerable,https://en.wikipedia.org/wiki/YEM
Mao,81000,Vulnerable,https://en.wikipedia.org/wiki/Mao_Zedong
Arbëresh,80000,Definitely endangered,https://en.wikipedia.org/wiki/Arb%C3%ABresh_language
Lari,80000,Definitely endangered,https://en.wikipedia.org/wiki/Lari
Páez,80000,Definitely endangered,https://en.wikipedia.org/wiki/P%C3%A1ez
Quechua of Santiago del Estero,80000,Definitely endangered,https://en.wikipedia.org/wiki/Santiago_del_Estero_Quechua
Svan,80000,Definitely endangered,https://en.wikipedia.org/wiki/Svan
Tai Daeng,80000,Vulnerable,https://en.wikipedia.org/wiki/Tai_Daeng
Taznatit,80000,Severely endangered,https://en.wikipedia.org/wiki/Gurara_language
Razihi,75000,Definitely endangered,https://en.wikipedia.org/wiki/Razihi_language
Wakhi,75000,Definitely endangered,https://en.wikipedia.org/wiki/Wakhi
Bishnupriya Manipuri Creole,72899,Vulnerable,https://en.wikipedia.org/wiki/Bishnupriya_Manipuri
Acheron,70000,Severely endangered,https://en.wikipedia.org/wiki/Acheron
Maori,70000,Vulnerable,https://en.wikipedia.org/wiki/M%C4%81ori
Tai Neua,70000,Vulnerable,https://en.wikipedia.org/wiki/Tai_Nuea_language
Bhadravahi,66918,Definitely endangered,https://en.wikipedia.org/wiki/Bhadravahi_language
Kinnauri,65097,Definitely endangered,https://en.wikipedia.org/wiki/Kinnauri_language
Gallo-Sicilian,65000,Definitely endangered,https://en.wikipedia.org/wiki/Gallo-Italic_of_Sicily
Kurux (Bangladesh),65000,Vulnerable,https://en.wikipedia.org/wiki/Kurukh_language
Tz'utujil,63237,Definitely endangered,https://en.wikipedia.org/wiki/Tz%27utujil
Chamorro,62500,Vulnerable,https://en.wikipedia.org/wiki/Chamorro
Ashaninka (Peru),62468,Vulnerable,https://en.wikipedia.org/wiki/Ashaninka_language
Chang,62000,Vulnerable,https://en.wikipedia.org/wiki/Chang
Kuna (Panama),61703,Vulnerable,https://en.wikipedia.org/wiki/Kuna_language
Churahi,61199,Definitely endangered,https://en.wikipedia.org/wiki/Churahi
Nruanghmei,61000,Vulnerable,https://en.wikipedia.org/wiki/Rongmei
Rengma,61000,Vulnerable,https://en.wikipedia.org/wiki/Rengma_Naga
Faroese,60000,Vulnerable,https://en.wikipedia.org/wiki/Faroese
Northern Tujia,60000,Severely endangered,https://en.wikipedia.org/wiki/Tujia_language
Torwali,60000,Definitely endangered,https://en.wikipedia.org/wiki/Torwali
Chuj (Guatemala),59048,Vulnerable,https://en.wikipedia.org/wiki/Chuj_language
Kachari,59000,Definitely endangered,https://en.wikipedia.org/wiki/Kachari
Scottish Gaelic,58552,Definitely endangered,https://en.wikipedia.org/wiki/Scottish_Gaelic
Sierra de Puebla Náhuatl,57189,Definitely endangered,https://en.wikipedia.org/wiki/Sierra_Puebla_Nahuatl
Limonese Creole,55000,Definitely endangered,https://en.wikipedia.org/wiki/Limonese_Creole
Kashubian,53000,Severely endangered,https://en.wikipedia.org/wiki/Kashubian
Khakas,52217,Definitely endangered,https://en.wikipedia.org/wiki/Khakas
Parji,51216,Critically endangered,https://en.wikipedia.org/wiki/Duruwa_language
Arvanitika,50000,Severely endangered,https://en.wikipedia.org/wiki/Arvanitika
Buryat (Cis-Baikal),50000,Severely endangered,https://en.wikipedia.org/wiki/Buryat_language
Buryat (Manchuria),50000,Definitely endangered,https://en.wikipedia.org/wiki/Buryat_language
Cuona Menba,50000,Vulnerable,https://en.wikipedia.org/wiki/Takpa_language
Eastern Cham,50000,Definitely endangered,https://en.wikipedia.org/wiki/Cham_language
Hmar,50000,Vulnerable,https://en.wikipedia.org/wiki/Hmar
Huzhu Monguor,50000,Severely endangered,https://en.wikipedia.org/wiki/Monguor_language
Paite,50000,Vulnerable,https://en.wikipedia.org/wiki/Paite
Quichua (Imbabura),50000,Definitely endangered,https://en.wikipedia.org/wiki/Imbabura_Quechua
Soqotri,50000,Severely endangered,https://en.wikipedia.org/wiki/Soqotri_language
Southern Altay,50000,Definitely endangered,https://en.wikipedia.org/wiki/Altay_language
Transylvanian Saxon,50000,Severely endangered,https://en.wikipedia.org/wiki/Transylvanian_Saxons
Turoyo,50000,Severely endangered,https://en.wikipedia.org/wiki/Turoyo_language
Võro-Seto,50000,Definitely endangered,https://en.wikipedia.org/wiki/V%C3%B5ro_language
West Greenlandic,50000,Vulnerable,https://en.wikipedia.org/wiki/West_Greenlandic
Western Armenian (Turkey),50000,Definitely endangered,https://en.wikipedia.org/wiki/Western_Armenian
Zaramo,50000,Definitely endangered,https://en.wikipedia.org/wiki/Zaramo_people
Zenatiya,50000,Critically endangered,https://en.wikipedia.org/wiki/Zenati_languages
Papantla Totonac,49748,Definitely endangered,https://en.wikipedia.org/wiki/Papantla_Totonac
Wancho,49000,Vulnerable,https://en.wikipedia.org/wiki/Wancho
Bhumji,47000,Vulnerable,https://en.wikipedia.org/wiki/Bhumij_language
Cosung (China),47000,Definitely endangered,https://en.wikipedia.org/wiki/Cosung_language
Cosung (Viet Nam),47000,Definitely endangered,https://en.wikipedia.org/wiki/Cosung_language
Baheng (China),45000,Vulnerable,https://en.wikipedia.org/wiki/Baheng_language
Lumun,45000,Definitely endangered,https://en.wikipedia.org/wiki/Lumun_language
Quichua (Loja),45000,Severely endangered,https://en.wikipedia.org/wiki/Quechuan_languages
Chamling,44093,Definitely endangered,https://en.wikipedia.org/wiki/Chamling_language
Irish,44000,Definitely endangered,https://en.wikipedia.org/wiki/Irish
Reshe,44000,Vulnerable,https://en.wikipedia.org/wiki/Reshe_language
Sierra Otomí,43468,Vulnerable,https://en.wikipedia.org/wiki/Sierra_Otomi
Phuthi,43000,Definitely endangered,https://en.wikipedia.org/wiki/Phuthi_language
Rarotongan,43000,Vulnerable,https://en.wikipedia.org/wiki/Cook_Islands_M%C4%81ori
Khalaj,42100,Vulnerable,https://en.wikipedia.org/wiki/Khalaj
Dungan,41000,Definitely endangered,https://en.wikipedia.org/wiki/Dungan
Kheza,41000,Vulnerable,https://en.wikipedia.org/wiki/Kheza_language
Jola-Kassa,40850,Vulnerable,"https://en.wikipedia.org/wiki/Kasa_language#:~:text=Kasa%2C%20or%20J%C3%B3ola%2DKaasa%20(,of%20Senegal%20and%20neighboring%20Gambia.&text=Niger%E2%80%93Congo%3F&text=Dialects%20are%20Ayun%2C%20Bliss%20(Niomoun,referred%20to%20as%20a%2Dluf."
Satār,40260,Vulnerable,https://en.wikipedia.org/wiki/Satar_language
Guaraní Boliviano,40000,Vulnerable,https://en.wikipedia.org/wiki/Bolivian_Guarani
Gutob,40000,Vulnerable,https://en.wikipedia.org/wiki/Gutob_language
Kheng,40000,Vulnerable,https://en.wikipedia.org/wiki/Kheng
Laro,40000,Definitely endangered,https://en.wikipedia.org/wiki/Laro_people
Minyong,40000,Vulnerable,https://en.wikipedia.org/wiki/Minyong_people
Mru,40000,Severely endangered,https://en.wikipedia.org/wiki/Mru
Patani Malay,40000,Vulnerable,https://en.wikipedia.org/wiki/Kelantan-Pattani_Malay
"Quechua of Cajatambo, Pasco and northern Junín",40000,Severely endangered,"https://en.wikipedia.org/wiki/Cajatambo#:~:text=The%20variety%20of%20Quechua%20spoken,with%20the%20neighboring%20Huamalies%20Quechua."
Quichua (Napo),40000,Definitely endangered,https://en.wikipedia.org/wiki/Quechuan_languages
Tangsa,40000,Vulnerable,https://en.wikipedia.org/wiki/Tangsa_Naga
Tetserret,40000,Severely endangered,https://en.wikipedia.org/wiki/Tetserret_language
Awajun,39000,Vulnerable,https://en.wikipedia.org/wiki/Awajun_District
Khiamngan,38000,Vulnerable,https://en.wikipedia.org/wiki/Khiamniungan_people
Ngile,38000,Severely endangered,https://en.wikipedia.org/wiki/Ngile_language
Phunoi,37311,Vulnerable,https://en.wikipedia.org/wiki/Phunoi_people
Lower Mixe,37000,Vulnerable,https://en.wikipedia.org/wiki/Isthmus_Mixe
Maram,37000,Vulnerable,https://en.wikipedia.org/wiki/Maram
Western Mari,36822,Severely endangered,https://en.wikipedia.org/wiki/Hill_Mari_language
Chepang,36807,Vulnerable,https://en.wikipedia.org/wiki/Chepang
Chontal Tabasco,36514,Severely endangered,https://en.wikipedia.org/wiki/Chontal_Maya_language
Muji,36500,Definitely endangered,https://en.wikipedia.org/wiki/Muji
Akatek (Guatemala),35763,Vulnerable,https://en.wikipedia.org/wiki/Akatek_language
Huichol,35724,Vulnerable,https://en.wikipedia.org/wiki/Huichol
Romansh,35095,Definitely endangered,https://en.wikipedia.org/wiki/Romansh
Apatani,35000,Vulnerable,https://en.wikipedia.org/wiki/Apatani
Galo,35000,Vulnerable,https://en.wikipedia.org/wiki/Galo
Korwa,35000,Vulnerable,https://en.wikipedia.org/wiki/Korwa
Shuar chicham,35000,Definitely endangered,https://en.wikipedia.org/wiki/Shuar_language
Ticuna,35000,Definitely endangered,https://en.wikipedia.org/wiki/Ticuna
Wanka Quechua,35000,Severely endangered,https://en.wikipedia.org/wiki/Wanka_Quechua
Sikuani,34614,Vulnerable,https://en.wikipedia.org/wiki/Sikuani_language
Jakaltek (Guatemala),34038,Definitely endangered,https://en.wikipedia.org/wiki/Jakaltek_language
Liangmai,34000,Vulnerable,https://en.wikipedia.org/wiki/Liangmai_Naga
Zeme,34000,Vulnerable,https://en.wikipedia.org/wiki/Zeme
Highland Mazatec,33859,Vulnerable,https://en.wikipedia.org/wiki/Mazatecan_languages
Thangmi,33500,Definitely endangered,https://en.wikipedia.org/wiki/Thangmi
Nocte,33000,Vulnerable,https://en.wikipedia.org/wiki/Nocte_people
Mayo,32869,Critically endangered,https://en.wikipedia.org/wiki/Mayo
Lauje,32000,Vulnerable,https://en.wikipedia.org/wiki/Lauje_language
Danuwar,31849,Severely endangered,https://en.wikipedia.org/wiki/Danwar_language
Sirmaudi,31144,Critically endangered,https://en.wikipedia.org/wiki/Sirmauri_language
Abaza,31000,Definitely endangered,https://en.wikipedia.org/wiki/Abaza
Koch,31000,Definitely endangered,https://en.wikipedia.org/wiki/Koch
Amis,30000,Vulnerable,https://en.wikipedia.org/wiki/Amis
Biak,30000,Vulnerable,https://en.wikipedia.org/wiki/Biak
Bumthang,30000,Vulnerable,https://en.wikipedia.org/wiki/Bumthang
Burgenland Croatian,30000,Definitely endangered,https://en.wikipedia.org/wiki/Burgenland_Croatian
Dzhidi,30000,Definitely endangered,https://en.wikipedia.org/wiki/Judeo-Persian
Judeo-Berber (Israel),30000,Severely endangered,https://en.wikipedia.org/wiki/Judeo-Berber_language
Kham,30000,Definitely endangered,https://en.wikipedia.org/wiki/Kham
Ladin,30000,Definitely endangered,https://en.wikipedia.org/wiki/Ladin
Lepcha,30000,Definitely endangered,https://en.wikipedia.org/wiki/Lepcha
Maonan,30000,Vulnerable,https://en.wikipedia.org/wiki/Maonan
"Mok (Myanmar, Thailand)",30000,Definitely endangered,https://en.wikipedia.org/wiki/Mok_language
Moro,30000,Definitely endangered,https://en.wikipedia.org/wiki/Moro
Mulam,30000,Vulnerable,https://en.wikipedia.org/wiki/Mulao
North Saami,30000,Definitely endangered,https://en.wikipedia.org/wiki/Northern_S%C3%A1mi
Quechua of Cajamarca,30000,Severely endangered,https://en.wikipedia.org/wiki/Cajamarca_Quechua
Quichua (Pastaza),30000,Definitely endangered,https://en.wikipedia.org/wiki/Pastaza_Quechua
Rushani,30000,Definitely endangered,https://en.wikipedia.org/wiki/Rushani_language
Tagin,30000,Vulnerable,https://en.wikipedia.org/wiki/Tagin
Tialo,30000,Vulnerable,https://en.wikipedia.org/wiki/Tialo_language
Tidikelt,30000,Critically endangered,https://en.wikipedia.org/wiki/Tidikelt_language
Toba,30000,Definitely endangered,https://en.wikipedia.org/wiki/Toba
Tundra Nenets,30000,Definitely endangered,https://en.wikipedia.org/wiki/Tundra_Nenets_language
Vojvodina Rusyn,30000,Definitely endangered,https://en.wikipedia.org/wiki/Rusyn_language
Wuse,30000,Vulnerable,https://en.wikipedia.org/wiki/Wuse_language
Agul,29399,Definitely endangered,https://en.wikipedia.org/wiki/Aghul
